﻿店舗名,特売,部門コード,部門名,仕入先コード,仕入先名,メーカーコード,メーカー名,大分類コード,大分類名,中分類コード,中分類名,商品コード,商品名,税率,規格容量,売上金額順位,平均原価,平均売価,売上数量,売上金額,粗利金額,粗利率,部門比率,分類内比率,全体比率
"636　砺波店","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250260130","レオピンロイヤル　２４０ｍｌ","10","240ML","1","14,874.60","26,305","10","263,046","114,300","43.45","14.24","",""
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250271310","レオピンファイブＮＥＯ　２４０ｍｌ","10","240ML","2","10,127.00","18,081","11","198,890","87,493","43.99","10.76","",""
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250840417","人参牛黄カプセル　８０カプセル","10","80P","3","22,127.00","49,399","4","197,597","109,089","55.21","10.69","12.46","47.41"
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250858115","ビルベリー＆ＤＨＡ　１２０粒","8","120","4","1,692.00","3,751","40","150,020","82,340","54.89","8.12","",""
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250260123","レオピンロイヤル　１２０ｍｌ","10","120ML","5","8,770.00","14,867","8","118,937","48,777","41.01","6.44","",""
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987103049371","コンドロイチンＺＳ　４５０錠","10","450ﾂﾌﾞ","6","6,000.00","9,373","11","103,106","37,106","35.99","13.79","6.50","47.41"
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250305312","キョーレオピンネオｗ　240ｍｌ","10","","7","5,570.00","10,510","9","94,592","44,462","47.00","5.12","5.97","47.41"
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250199317","エナックＷ　５４０錠","10","540","8","3,433.00","9,640","7","67,480","43,449","64.39","3.65","",""
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250867117","プレビジョン　カルマジン　８００粒","8","800","9","1,108.00","3,247","19","61,695","40,643","65.88","3.34","",""
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250260116","レオピンロイヤル　６０ｍｌ","10","60ML","10","4,823.00","8,643","7","60,500","26,739","44.20","3.27","",""
