ìXï‹ñº,îÑè„ì˙,ê≈çûîÑè„ã‡äz,ê≈î≤îÑè„ã‡äz,è¡îÔê≈8%,è¡îÔê≈10%,ëeóòã‡äz,ëeóòó¶,îÉè„ì_êî,àÍì_íPâø,ï‘ïiã‡äz,ï‘ïiì_êî,ó›åvîÑè„ã‡äz,ó›åvëeóòã‡äz
"ç≤ÅXìX","2022/11/12","346,980","315,443","0","31,537","142,235","45.09","152","2,075.28","0","0","3,992,064","1,127,359"
"ç≤ÅXìX","2022/11/13","296,572","269,616","0","26,956","91,434","33.91","449","600.48","99,819","1","4,288,636","1,218,793"
"ç≤ÅXìX","2022/11/14","135,572","123,255","0","12,317","50,457","40.94","338","364.66","12,691","2","4,424,208","1,269,250"
"ç≤ÅXìX","2022/11/15","247,918","225,389","0","22,530","67,334","29.87","308","731.78","0","0","4,672,126","1,336,584"
"ç≤ÅXìX","2022/11/16","272,134","247,402","0","24,732","88,382","35.72","146","1,694.53","32,945","4","4,944,260","1,424,966"
"ç≤ÅXìX","2022/11/17","2,750","2,500","0","250","2,005","80.20","55","45.45","0","0","4,947,010","1,426,971"
"ç≤ê¢ï€ñ{ìX","2022/11/01","583,063","530,067","0","52,997","154,301","29.11","74","7,163.07","141,502","5","5,530,073","1,581,272"
"ç≤ê¢ï€ñ{ìX","2022/11/02","68,572","62,340","0","6,232","15,010","24.08","22","2,833.64","9,073","1","5,598,645","1,596,282"
"ç≤ê¢ï€ñ{ìX","2022/11/03","495,390","450,361","0","45,030","133,654","29.68","106","4,248.69","91,910","2","6,094,035","1,729,936"
"ç≤ê¢ï€ñ{ìX","2022/11/04","339,469","308,614","0","30,855","84,711","27.45","75","4,114.85","0","0","6,433,504","1,814,647"
"ç≤ê¢ï€ñ{ìX","2022/11/05","491,616","446,928","0","44,688","113,151","25.32","210","2,128.23","135,282","6","6,925,120","1,927,798"
"ç≤ê¢ï€ñ{ìX","2022/11/06","462,104","420,100","0","42,004","121,611","28.95","57","7,370.18","240,910","4","7,387,224","2,049,409"
"ç≤ê¢ï€ñ{ìX","2022/11/07","328,922","299,484","0","29,438","85,937","28.70","203","1,475.29","0","0","7,716,146","2,135,346"
"ç≤ê¢ï€ñ{ìX","2022/11/08","326,175","296,531","0","29,644","96,312","32.48","60","4,942.18","48,346","3","8,042,321","2,231,658"
"ç≤ê¢ï€ñ{ìX","2022/11/09","367,167","333,794","0","33,373","121,057","36.27","225","1,483.53","0","0","8,409,488","2,352,715"
"ç≤ê¢ï€ñ{ìX","2022/11/10","171,606","156,010","0","15,596","44,117","28.28","61","2,557.54","94,328","2","8,581,094","2,396,832"
"ç≤ê¢ï€ñ{ìX","2022/11/11","311,450","283,139","0","28,311","75,106","26.53","228","1,241.84","0","0","8,892,544","2,471,938"
"ç≤ê¢ï€ñ{ìX","2022/11/12","85,830","78,031","0","7,799","28,958","37.11","53","1,472.28","59,792","3","8,978,374","2,500,896"
"ç≤ê¢ï€ñ{ìX","2022/11/13","268,475","244,072","0","24,403","92,471","37.89","401","608.66","13,455","1","9,246,849","2,593,367"
"ç≤ê¢ï€ñ{ìX","2022/11/14","118,780","107,988","0","10,792","40,316","37.33","65","1,661.35","27,255","2","9,365,629","2,633,683"
"ç≤ê¢ï€ñ{ìX","2022/11/15","180,456","164,055","0","16,401","67,527","41.16","80","2,050.69","225,529","4","9,546,085","2,701,210"
"ç≤ê¢ï€ñ{ìX","2022/11/16","94,171","85,615","0","8,557","30,907","36.10","114","751.01","29,965","2","9,640,256","2,732,117"
"ç≤ê¢ï€ñ{ìX","2022/11/17","0","0","0","0","0","0.00","0","0.00","0","0","9,640,256","2,732,117"
"ëÂìÉìX","2022/11/01","433,806","394,375","0","39,431","134,739","34.17","120","3,286.46","22,528","2","10,074,062","2,866,856"
"ëÂìÉìX","2022/11/02","902,940","820,860","0","82,080","259,826","31.65","27","30,402.22","0","0","10,977,002","3,126,682"
"ëÂìÉìX","2022/11/03","907,080","824,624","0","82,456","237,940","28.85","42","19,633.90","0","0","11,884,082","3,364,622"
"ëÂìÉìX","2022/11/04","414,606","376,918","0","37,688","124,600","33.06","19","19,837.79","0","0","12,298,688","3,489,222"
"ëÂìÉìX","2022/11/05","558,571","507,797","0","50,774","183,091","36.06","26","19,530.65","715,623","16","12,857,259","3,672,313"
"ëÂìÉìX","2022/11/06","811,140","737,407","0","73,733","259,723","35.22","50","14,748.14","107,949","9","13,668,399","3,932,036"
"ëÂìÉìX","2022/11/07","373,170","339,249","0","33,921","129,490","38.17","57","5,951.74","272,019","3","14,041,569","4,061,526"
"ëÂìÉìX","2022/11/08","265,610","241,468","0","24,142","174,771","72.38","118","2,046.34","478,391","12","14,307,179","4,236,297"
"ëÂìÉìX","2022/11/09","219,763","199,788","0","19,975","79,713","39.90","63","3,171.24","0","0","14,526,942","4,316,010"
"ëÂìÉìX","2022/11/10","639,416","581,292","0","58,124","196,556","33.81","53","10,967.77","0","0","15,166,358","4,512,566"
"ëÂìÉìX","2022/11/11","159,370","144,884","0","14,486","55,309","38.17","21","6,899.24","0","0","15,325,728","4,567,875"
"ëÂìÉìX","2022/11/12","693,632","630,578","0","63,054","219,740","34.85","38","16,594.16","67,857","5","16,019,360","4,787,615"
"ëÂìÉìX","2022/11/13","562,971","515,417","0","47,554","197,514","38.32","69","7,469.81","14,364","1","16,582,331","4,985,129"
"ëÂìÉìX","2022/11/14","366,170","332,885","0","33,285","98,688","29.65","34","9,790.74","194,937","3","16,948,501","5,083,817"
"ëÂìÉìX","2022/11/15","128,050","116,412","0","11,638","52,653","45.23","23","5,061.39","0","0","17,076,551","5,136,470"
"ëÂìÉìX","2022/11/16","422,409","384,010","0","38,399","170,780","44.47","366","1,049.21","150,058","11","17,498,960","5,307,250"
"ëÂìÉìX","2022/11/17","0","0","0","0","0","0.00","0","0.00","0","0","17,498,960","5,307,250"