ìXï‹ñº,îÑè„ì˙,ê≈çûîÑè„ã‡äz,ê≈î≤îÑè„ã‡äz,è¡îÔê≈8%,è¡îÔê≈10%,ëeóòã‡äz,ëeóòó¶,îÉè„ì_êî,àÍì_íPâø,ï‘ïiã‡äz,ï‘ïiì_êî,ó›åvîÑè„ã‡äz,ó›åvëeóòã‡äz
"ñ{ïî","2022/10/01","0","0","0","0","0","0.00","0","0.00","0","0","0","0"
"ñ{ïî","2022/10/03","0","0","0","0","0","0.00","0","0.00","0","0","0","0"
"ñ{ïî","2022/10/04","0","0","0","0","0","0.00","0","0.00","0","0","0","0"
"ñ{ïî","2022/10/05","0","0","0","0","0","0.00","0","0.00","0","0","0","0"
"í îÃ","2022/10/01","64,520","58,655","0","5,865","27,508","46.90","7","8,379.29","0","0","64,520","27,508"
"í îÃ","2022/10/03","0","0","0","0","0","0.00","0","0.00","0","0","64,520","27,508"
"í îÃ","2022/10/04","5,530","5,028","0","502","3,152","62.69","2","2,514.00","0","0","70,050","30,660"
"í îÃ","2022/10/05","0","0","0","0","0","0.00","0","0.00","0","0","70,050","30,660"
"ç≤ÅXìX","2022/10/01","388,362","353,065","0","35,298","146,953","41.62","504","700.53","0","0","458,412","177,613"
"ç≤ÅXìX","2022/10/02","57,603","52,371","0","5,232","25,068","47.87","521","100.52","0","0","516,015","202,681"
"ç≤ÅXìX","2022/10/03","60,966","55,427","0","5,539","19,872","35.85","131","423.11","0","0","576,981","222,553"
"ç≤ÅXìX","2022/10/04","130,989","119,084","0","11,905","41,532","34.88","457","260.58","1,040","26","707,970","264,085"
"ç≤ÅXìX","2022/10/05","89,646","81,502","0","8,144","30,753","37.73","228","357.46","0","0","797,616","294,838"
"ç≤ÅXìX","2022/10/06","0","0","0","0","0","0.00","0","0.00","0","0","797,616","294,838"
"ç≤ê¢ï€ñ{ìX","2022/10/01","376,458","342,239","0","34,220","79,575","23.25","50","6,844.78","0","0","1,174,074","374,413"
"ç≤ê¢ï€ñ{ìX","2022/10/02","60,235","54,762","0","5,473","20,730","37.85","224","244.47","164,892","4","1,234,309","395,143"
"ç≤ê¢ï€ñ{ìX","2022/10/03","136,596","124,182","0","12,414","40,936","32.96","148","839.07","0","0","1,370,905","436,079"
"ç≤ê¢ï€ñ{ìX","2022/10/04","352,634","320,581","0","32,053","81,938","25.56","814","393.83","0","0","1,723,539","518,017"
"ç≤ê¢ï€ñ{ìX","2022/10/05","115,588","105,084","0","10,504","40,912","38.93","25","4,203.36","0","0","1,839,127","558,929"
"ç≤ê¢ï€ñ{ìX","2022/10/06","0","0","0","0","0","0.00","0","0.00","0","0","1,839,127","558,929"
"ëÂìÉìX","2022/10/01","572,480","520,439","0","52,041","174,361","33.50","29","17,946.17","77,546","2","2,411,607","733,290"
"ëÂìÉìX","2022/10/02","788,242","716,589","0","71,653","245,238","34.22","32","22,393.41","95,001","3","3,199,849","978,528"
"ëÂìÉìX","2022/10/03","181,040","164,583","0","16,457","39,350","23.91","7","23,511.86","749,332","11","3,380,889","1,017,878"
"ëÂìÉìX","2022/10/04","204,440","185,856","0","18,584","56,166","30.22","13","14,296.62","0","0","3,585,329","1,074,044"
"ëÂìÉìX","2022/10/05","423,540","385,038","0","38,502","160,445","41.67","17","22,649.29","65,255","2","4,008,869","1,234,489"
"ëÂìÉìX","2022/10/06","30,530","27,755","0","2,775","8,379","30.19","2","13,877.50","0","0","4,039,399","1,242,868"