﻿店舗名,特売,部門コード,部門名,仕入先コード,仕入先名,メーカーコード,メーカー名,大分類コード,大分類名,中分類コード,中分類名,商品コード,商品名,税率,規格容量,売上金額順位,平均原価,平均売価,売上数量,売上金額,粗利金額,粗利率,部門比率,分類内比率,全体比率
"631　パスコ店","","02","日用雑貨","0191","競合店仕入","","","","","","","4582667345404","新型コロナウイルス抗原検査スティック","10","","1","314.53","1,030","473","487,085","338,310","69.46","21.15","13.33","19.89"
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250260130","レオピンロイヤル　２４０ｍｌ","10","240ML","2","14,166.00","23,883","7","167,179","68,017","40.69","10.70","",""
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250271112","レオピンファイブＮＥＯ　６０ｍｌ","10","","3","2,900.64","5,980","25","149,500","76,984","51.49","9.57","",""
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4987433120054","プラセントップ液３０ｍｌ","10","30ML","4","310.00","866","140","121,290","77,890","64.22","7.85","",""
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250260116","レオピンロイヤル　６０ｍｌ","10","60ML","5","4,452.00","8,262","14","115,673","53,345","46.12","7.41","",""
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250260123","レオピンロイヤル　１２０ｍｌ","10","120ML","6","8,095.00","15,639","7","109,471","52,806","48.24","7.01","",""
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250266217","キヨーレオピンＮＥＯ　１２０ｍｌ","10","120ML","7","2,650.00","5,028","19","95,524","45,174","47.29","6.12","",""
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250271211","レオピンファイブＮＥＯ　１２０ｍｌ","10","120ML","8","5,363.14","10,857","7","76,000","38,458","50.60","4.87","",""
"","","04","化粧品","0139","ｉRIS北陸販売株式会社","","","0012","帳票グループ","0002","売上　シミズ推奨品","4571432380016","エバァーチェンジングトナー　１５０ｍｌ","10","","9","1,833.47","3,710","19","70,498","35,662","50.59","8.30","",""
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250177216","トコベール３００Ｅ　２６０ｃｐ","10","260","10","2,897.00","10,865","6","65,188","47,806","73.34","4.17","",""
"","⚫","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987014016707","新バイトゴールド３０００　５０本入","10","","11","1,850.00","2,596","24","62,298","17,898","28.73","4.03","1.71","19.89"
"","","90","湧永製品","0627","湧永製薬","","","","","","","4968250300119","宝脚　３００錠","8","300ﾂﾌﾞ","12","2,515.00","7,698","8","61,587","41,467","67.33","3.94","1.69","19.89"
