仕入日,店舗,仕入先コード,仕入先,部門コード,部門,商品コード,商品,税率,仕入数量,仕入単価,仕入金額,売単価,売価金額,粗利金額,粗利率
"2022/11/01","406 コスメイシイ","0218","コーセー化粧品販売","93","コーセー化粧品","4971710283839","LR ﾛｰｼｮﾝ WR(ﾚﾌｨﾙ)","10.00","1.00","2240.00","2240","3520","3520","1280","36.36"
"2022/11/01","406 コスメイシイ","0218","コーセー化粧品販売","93","コーセー化粧品","4971710283853","LR ｴﾏﾙｼﾞｮﾝ WR(ﾚﾌｨﾙ)","10.00","1.00","2520.00","2520","3960","3960","1440","36.36"
"2022/11/01","406 コスメイシイ","0218","コーセー化粧品販売","93","コーセー化粧品","4971710456349","SDGﾅｲﾄｸﾘｰﾑ","10.00","1.00","12600.00","12600","22000","22000","9400","42.73"
"2022/11/01","406 コスメイシイ","0218","コーセー化粧品販売","93","コーセー化粧品","4971710458428","PD Rｽｶﾙﾌﾟｴｯｾﾝｽ","10.00","2.00","2394.00","4788","4180","8360","3572","42.73"
"2022/11/01","406 コスメイシイ","0218","コーセー化粧品販売","93","コーセー化粧品","4971710458947","PAFPﾒｲｸﾘﾑｰﾊﾞｰ","10.00","2.00","945.00","1890","1650","3300","1410","42.73"
"2022/11/01","406 コスメイシイ","0218","コーセー化粧品販売","93","コーセー化粧品","4971710461510","PD PFDﾖｳｽﾎﾟﾝｼﾞN","10.00","6.00","252.00","1512","440","2640","1128","42.73"
"2022/11/01","406 コスメイシイ","0218","コーセー化粧品販売","93","コーセー化粧品","4971710461534","SPMFDｹｰｽW","10.00","1.00","630.00","630","1100","1100","470","42.73"
"2022/11/01","406 コスメイシイ","0218","コーセー化粧品販売","93","コーセー化粧品","4971710461589","SPMﾗｽﾃｨﾝｸﾞPFDWT410","10.00","1.00","2520.00","2520","4400","4400","1880","42.73"
"2022/11/01","406 コスメイシイ","0218","コーセー化粧品販売","93","コーセー化粧品","4971710462159","SPMﾊﾞﾝﾃｰｼﾞｱｲｸﾘｰﾑ","10.00","1.00","4410.00","4410","7700","7700","3290","42.73"
"2022/11/01","406 コスメイシイ","0218","コーセー化粧品販売","93","コーセー化粧品","4971710462173","PD ﾘｯﾌﾟﾘﾆｭｰAST","10.00","2.00","1575.00","3150","2750","5500","2350","42.73"
"2022/11/01","406 コスメイシイ","0218","コーセー化粧品販売","93","コーセー化粧品","4971710470437","SPMﾊﾞﾝﾃｰｼﾞﾏｽｸ6  枚","10.00","2.00","1827.00","3654","3190","6380","2726","42.73"
"2022/11/01","406 コスメイシイ","0218","コーセー化粧品販売","93","コーセー化粧品","4971710487015","PD ﾌｧﾝｺﾞｼｬﾝﾌﾟｰ(  詰替え用  )","10.00","1.00","945.00","945","1650","1650","705","42.73"
"2022/11/01","406 コスメイシイ","0218","コーセー化粧品販売","93","コーセー化粧品","4971710487022","PD  　  ﾌｧﾝｺﾞﾍｱﾏｽｸN","10.00","1.00","945.00","945","1650","1650","705","42.73"
"2022/11/01","406 コスメイシイ","0218","コーセー化粧品販売","93","コーセー化粧品","4971710487091","PD ﾀﾗｿﾍｱﾏｽｸN(付け替え用)","10.00","1.00","2394.00","2394","4180","4180","1786","42.73"
"2022/11/01","406 コスメイシイ","0218","コーセー化粧品販売","93","コーセー化粧品","4971710487206","PD ﾌｧﾝｺﾞﾍｱﾏｽｸN(ﾎﾟﾝﾌﾟ)","10.00","1.00","1890.00","1890","3300","3300","1410","42.73"
"2022/11/01","406 コスメイシイ","0218","コーセー化粧品販売","93","コーセー化粧品","4971710490206","ﾌﾟﾃｨMﾐﾈﾗﾙﾛｰｼｮﾝWT(ﾚ)","10.00","1.00","1134.00","1134","1980","1980","846","42.73"
"2022/11/01","406 コスメイシイ","0218","コーセー化粧品販売","93","コーセー化粧品","4971710491197","PD MｻﾝﾌﾟﾛﾃｸﾀｰEX","10.00","1.00","1575.00","1575","2750","2750","1175","42.73"
"2022/11/01","406 コスメイシイ","0218","コーセー化粧品販売","93","コーセー化粧品","4971710496550","PD Fﾎﾞﾃﾞｨｿｰﾌﾟ (ﾚﾌｨﾙ)","10.00","1.00","945.00","945","1650","1650","705","42.73"
